user_id,pet_id,preference,animal_type
3,58879180,0,'cat'
3,58924882,0,'cat'
3,58890185,0,'cat'
3,58827791,0,'cat'
3,58905461,1,'cat'
3,58852921,0,'cat'
3,58818945,0,'cat'
3,58964341,0,'cat'
3,58934915,1,'cat'
3,58663129,0,'cat'
3,58696976,0,'cat'
3,58755883,0,'cat'
3,58903453,0,'cat'
3,58898595,0,'cat'
5,58959678,1,'cat'
5,58770560,0,'cat'
5,58742009,0,'cat'
5,58929755,0,'cat'
5,58925857,0,'cat'
5,58819081,0,'cat'
5,58923815,0,'cat'
5,58665826,0,'cat'
5,58934206,0,'cat'
5,58883380,1,'cat'
5,58836608,0,'cat'
5,58749959,0,'cat'
5,58908885,0,'cat'
5,58673583,0,'cat'
5,58756879,0,'cat'
5,58979009,1,'cat'
5,58976820,0,'cat'
5,58943151,0,'cat'
5,58970058,1,'cat'
5,58907364,0,'cat'
5,58933739,0,'cat'
5,58865348,0,'cat'
5,58935704,0,'cat'
5,58934438,0,'cat'
5,58891258,0,'cat'
5,58785999,0,'cat'
5,58771984,1,'cat'
5,58803464,1,'cat'
5,58866096,0,'cat'
5,58939983,0,'cat'
5,58803312,0,'cat'
5,58827480,0,'cat'
5,58888733,0,'cat'
5,58941315,0,'cat'
5,58974967,0,'cat'
5,58742708,0,'cat'
5,58802936,0,'cat'
5,58943635,0,'cat'
5,58916758,0,'cat'
5,58815724,0,'cat'
5,58763919,1,'cat'
5,58795134,0,'cat'
5,58861872,0,'cat'
5,58676134,0,'cat'
5,58877493,0,'cat'
5,58864182,0,'cat'
5,58821845,0,'cat'
5,58808351,0,'cat'
5,58977846,0,'cat'
5,58866154,0,'cat'
5,58699229,0,'cat'
5,58734879,0,'cat'
5,58976017,1,'cat'
5,58787544,0,'cat'
5,58878535,0,'cat'
5,58928808,0,'cat'
5,58741569,0,'cat'
5,58882667,0,'cat'
5,58738879,0,'cat'
5,58975405,0,'cat'
5,58855023,0,'cat'
5,58785570,0,'cat'
5,58963355,0,'cat'
5,58955213,0,'cat'
5,58930953,0,'cat'
5,58905419,0,'cat'
5,58776015,0,'cat'
5,58860797,0,'cat'
5,58858807,0,'cat'
5,58945658,1,'cat'
5,58969511,0,'cat'
5,58683713,0,'cat'
5,58814769,0,'cat'
5,58764313,0,'cat'
5,58966004,1,'cat'
5,58845416,0,'cat'
5,58828620,0,'cat'
5,58900550,0,'cat'
5,58978008,1,'cat'
4,58775066,1,'cat'
4,58836898,1,'cat'
4,58718154,1,'cat'
4,58884867,0,'cat'
4,58921825,1,'cat'
4,58969457,1,'cat'
4,58820670,0,'cat'
4,58798355,0,'cat'
4,58769598,1,'cat'
4,58839384,0,'cat'
4,58944561,0,'cat'
4,58840342,0,'cat'
4,58688248,1,'cat'
4,58957307,0,'cat'
4,58844258,1,'cat'
4,58939280,1,'cat'
4,58967210,1,'cat'
4,58947508,1,'cat'
4,58956549,1,'cat'
4,58957352,0,'cat'
4,58833286,1,'cat'
4,58942530,0,'cat'
4,58928391,0,'cat'
4,58789342,1,'cat'
4,58709451,1,'cat'
4,58659867,0,'cat'
4,58803178,1,'cat'
4,58942885,0,'cat'
4,58824341,1,'cat'
4,58796942,1,'cat'
4,58937197,1,'cat'
4,58814701,0,'cat'
4,58829947,0,'cat'
4,58967945,0,'cat'
4,58872290,1,'cat'
4,58960774,1,'cat'
4,58812414,1,'cat'
4,58959505,1,'cat'
4,58927494,0,'cat'
4,58704170,1,'cat'
4,58747060,1,'cat'
4,58961517,1,'cat'
6,58948744,1,'cat'
6,58773350,1,'cat'
6,58956072,1,'cat'
6,58900271,1,'cat'
6,58945185,1,'cat'
6,58958722,1,'cat'
6,58895112,1,'cat'
6,58874386,1,'cat'
6,58967366,1,'cat'
6,58805137,1,'cat'
6,58732200,1,'cat'
6,58673348,1,'cat'
6,58801151,1,'cat'
6,58822621,1,'cat'
6,58798788,1,'cat'
6,58723046,1,'cat'
6,58946955,1,'cat'
6,58796299,1,'cat'
6,58978619,1,'cat'
6,58790571,1,'cat'
6,58957207,1,'cat'
6,58887628,1,'cat'
6,58969836,1,'cat'
6,58932956,1,'cat'
6,58778271,1,'cat'
6,58712181,1,'cat'
6,58958259,1,'cat'
6,58867839,1,'cat'
6,58968354,1,'cat'
6,58963098,1,'cat'
6,58879056,1,'cat'
6,58693205,1,'cat'
6,58788427,1,'cat'
6,58837940,1,'cat'
6,58690201,1,'cat'
6,58697502,1,'cat'
6,58868793,1,'cat'
6,58793867,1,'cat'
6,58796315,1,'cat'
6,58967748,1,'cat'
6,58825717,1,'cat'
6,58941856,1,'cat'
6,58942028,1,'cat'
6,58765038,1,'cat'
6,58681621,1,'cat'
6,58754359,1,'cat'
6,58839974,1,'cat'
6,58794805,1,'cat'
6,58940901,1,'cat'
6,58950979,1,'cat'
6,58971906,1,'cat'
6,58816995,1,'cat'
6,58947494,1,'cat'
6,58892102,1,'cat'
6,58830007,1,'cat'
6,58754135,1,'cat'
6,58940502,1,'cat'
6,58656736,1,'cat'
6,58940623,1,'cat'
6,58882802,1,'cat'
6,58817575,1,'cat'
6,58826666,1,'cat'
6,58798468,1,'cat'
6,58742314,1,'cat'
6,58844463,1,'cat'
6,58976143,1,'cat'
6,58851214,1,'cat'
Matt,58903224,0,'cat'
Tim,58863820,0,'cat'
Tim,58856166,1,'cat'
Tim,58807711,1,'cat'
Tim,58725973,1,'cat'
Tim,58841530,0,'cat'
Tim,58963073,0,'cat'
Tim,58672406,0,'cat'
Tim,58829533,1,'cat'
Tim,58931396,0,'cat'
Tim,58875264,0,'cat'
Tim,58934626,1,'cat'
Tim,58954530,1,'cat'
Tim,58980031,1,'cat'
Tim,58958742,0,'cat'
Tim,58750175,0,'cat'
Tim,58807475,0,'cat'
Tim,58931706,1,'cat'
Tim,58871244,1,'cat'
Tim,58785167,1,'cat'
Tim,58843433,1,'cat'
Tim,58750816,0,'cat'
Tim,58862276,0,'cat'
Tim,58740932,1,'cat'
Tim,58750284,1,'cat'
Tim,58976161,0,'cat'
Tim,58825714,0,'cat'
Tim,58684060,0,'cat'
Tim,58956459,0,'cat'
Tim,58952410,0,'cat'
Tim,58962682,0,'cat'
Tim,58975733,0,'cat'
Tim,58696537,1,'cat'
Tim,58700003,0,'cat'
Tim,58903660,1,'cat'
Tim,58807023,0,'cat'
Tim,58727589,1,'cat'
Tim,58957146,1,'cat'
Tim,58808727,1,'cat'
Tim,58919355,0,'cat'
Tim,58767002,0,'cat'
Tim,58830958,0,'cat'
Tim,58883472,0,'cat'
Tim,58910446,1,'cat'
Tim,58973913,0,'cat'
Tim,58670963,1,'cat'
Ian,58827791,1,'cat'
Ian,58826967,1,'cat'
Ian,58795335,1,'cat'
Matt,58854952,1,'cat'
Matt,58957781,1,'cat'
Denise,58998198,1,'dog'
Denise,58960846,0,'dog'
Denise,57409728,0,'dog'
Denise,58806727,0,'dog'
Denise,58733020,0,'dog'
Denise,58977774,0,'dog'
Denise,58816760,0,'dog'
Denise,58865203,0,'dog'
Denise,59012942,0,'dog'
Denise,57698311,1,'dog'
Denise,58932466,0,'dog'
Denise,58575631,0,'dog'
Denise,58851879,0,'dog'
Denise,58836914,0,'dog'
Denise,58613101,0,'dog'
Denise,58962718,0,'dog'
Denise,58496030,0,'dog'
Denise,57656110,1,'dog'
Denise,58924468,1,'dog'
Denise,58913416,0,'dog'
Denise,58963605,0,'dog'
Denise,59000463,0,'dog'
Denise,58055775,1,'dog'
Denise,58918611,0,'dog'
Denise,59016383,1,'dog'
Denise,56544201,1,'dog'
Denise,59010873,0,'dog'
Denise,59013236,0,'dog'
Denise,58944247,0,'dog'
Denise,58944771,0,'dog'
Denise,58920718,0,'dog'
Denise,56502464,0,'dog'
Denise,58572898,1,'dog'
Denise,58902970,1,'dog'
Denise,58993573,0,'dog'
Denise,58844051,0,'dog'
Denise,57266643,0,'dog'
Denise,57588585,0,'dog'
Denise,57493870,0,'dog'
Denise,58916114,0,'dog'
Denise,58836532,0,'dog'
Denise,58810108,0,'dog'
Denise,58553046,0,'dog'
Denise,58580061,1,'dog'
Denise,58894985,1,'dog'
Denise,57520007,0,'dog'
Matt,56856439,1,'dog'
Matt,58918611,0,'dog'
Matt,58987604,0,'dog'
Matt,58933248,1,'dog'
Matt,58880510,0,'dog'
Matt,56757450,1,'dog'
Matt,59010353,0,'dog'
Matt,58075196,1,'dog'
Matt,58294762,1,'dog'
Matt,57333201,0,'dog'
Matt,58958925,0,'dog'
Matt,58907818,0,'dog'
Matt,56563952,1,'dog'
Matt,57681712,0,'dog'
Matt,59009135,0,'dog'
Matt,56796636,0,'dog'
Matt,58845186,0,'dog'
Matt,57661812,0,'dog'
Zsofi,58940713,0,'dog'
Zsofi,58748849,1,'dog'
Zsofi,58918327,0,'dog'
Zsofi,57644812,1,'dog'
Zsofi,58999772,1,'dog'
Zsofi,58968159,1,'dog'
Zsofi,56710787,1,'dog'
Zsofi,59020592,0,'dog'
Zsofi,58879720,1,'dog'
Zsofi,58960306,0,'dog'
Zsofi,57697703,0,'dog'
Zsofi,58804535,0,'dog'
Zsofi,59000006,0,'dog'
Zsofi,56557620,0,'dog'
Zsofi,58861343,1,'dog'
Zsofi,57732391,0,'dog'
Zsofi,58224508,1,'dog'
Zsofi,58697317,0,'dog'
Zsofi,58830414,1,'dog'
Zsofi,58762549,0,'dog'
Zsofi,58862572,0,'dog'
Zsofi,59020185,0,'dog'
Zsofi,58970516,1,'dog'
Zsofi,56562864,0,'dog'
Zsofi,57358256,0,'dog'
Zsofi,58829151,0,'dog'
Zsofi,58787100,1,'dog'
Tibor,58895446,0,'dog'
Tibor,58946980,0,'dog'
Tibor,58627946,0,'dog'
Tibor,57330659,0,'dog'
Tibor,58015460,0,'dog'
Tibor,58673068,0,'dog'
Tibor,58864168,0,'dog'
Tibor,56817681,0,'dog'
Tibor,58965999,0,'dog'
Tibor,58101849,0,'dog'
Tibor,58870093,0,'dog'
Tibor,57701764,0,'dog'
Tibor,58697265,1,'dog'
Tibor,58938832,1,'dog'
Tibor,59010273,0,'dog'
Tibor,58692848,1,'dog'
Tibor,58909281,0,'dog'
Tibor,58597751,0,'dog'
Tibor,59023601,0,'dog'
Tibor,58748244,0,'dog'
Tibor,57644222,0,'dog'
Tibor,58708393,0,'dog'
Tibor,58629383,1,'dog'
2,58005596,1,'dog'
2,58583163,1,'dog'
2,56875999,0,'dog'
2,58244036,0,'dog'
2,58833194,0,'dog'
2,58796357,0,'dog'
2,58996169,1,'dog'
2,58958334,0,'dog'
2,58715221,0,'dog'
2,58883865,0,'dog'
2,58729451,1,'dog'
2,58043743,0,'dog'
2,58981083,0,'dog'
2,58625800,0,'dog'
2,57655052,0,'dog'
2,58872829,0,'dog'
2,58782819,0,'dog'
2,58077819,0,'dog'
2,58814923,0,'dog'
2,57531329,0,'dog'
2,57332015,0,'dog'
2,58893271,0,'dog'
2,58739216,0,'dog'
2,58980627,0,'dog'
2,58927699,0,'dog'
2,57375122,1,'dog'
2,58798484,0,'dog'
2,58973669,0,'dog'
2,58962789,0,'dog'
2,57653325,0,'dog'
2,57746192,0,'dog'
2,58831521,0,'dog'
2,58685015,0,'dog'
2,58747363,0,'dog'
2,58016619,0,'dog'
2,58709470,1,'dog'
2,58772956,1,'dog'
2,58910556,0,'dog'
2,58947810,0,'dog'
2,58570783,0,'dog'
2,57695604,0,'dog'
2,56729749,0,'dog'
2,57504463,0,'dog'
2,58909064,0,'dog'
2,58828797,0,'dog'
5,58080178,0,'dog'
5,58696240,0,'dog'
5,58004272,0,'dog'
5,57609245,0,'dog'
5,58842023,0,'dog'
5,58812302,1,'dog'
5,58843700,0,'dog'
5,57695028,0,'dog'
5,58952488,0,'dog'
5,57431213,0,'dog'
5,58838845,0,'dog'
5,58830729,0,'dog'
5,56753954,0,'dog'
5,58953589,1,'dog'
5,58614731,0,'dog'
5,56620838,0,'dog'
5,58274395,0,'dog'
5,56836230,0,'dog'
5,57679697,0,'dog'
5,59022038,0,'dog'
5,58897529,0,'dog'
5,56754232,1,'dog'
5,59024151,0,'dog'
5,59017215,0,'dog'
5,58802520,0,'dog'
5,58878098,0,'dog'
5,59021392,0,'dog'
5,57438370,0,'dog'
5,58587395,0,'dog'
5,58983071,0,'dog'
5,56852987,0,'dog'
5,59020588,0,'dog'
5,58953654,0,'dog'
5,58629179,0,'dog'
5,58848281,0,'dog'
5,57382503,0,'dog'
5,58669739,0,'dog'
5,58798017,0,'dog'
5,58547959,0,'dog'
5,57295366,0,'dog'
5,58845096,0,'dog'
5,58095593,0,'dog'
5,58806209,0,'dog'
5,58748018,0,'dog'
5,58945873,0,'dog'
5,57536559,0,'dog'
5,58057493,0,'dog'
5,58934903,0,'dog'
5,57323822,0,'dog'
5,58930022,0,'dog'
5,56887100,0,'dog'
5,57658723,0,'dog'
5,58825727,0,'dog'
5,58640981,1,'dog'
5,57524166,1,'dog'
5,58822188,0,'dog'
5,58607846,0,'dog'
5,58687745,0,'dog'
5,58684330,0,'dog'
5,58584104,0,'dog'
5,58887296,0,'dog'
5,56674776,0,'dog'
5,58873135,0,'dog'
5,58943865,0,'dog'
5,58171320,0,'dog'
5,58776605,0,'dog'
5,58795919,0,'dog'
5,58860333,0,'dog'
5,58886373,0,'dog'
5,58527211,0,'dog'
5,58884661,0,'dog'
5,56663440,0,'dog'
5,58825755,0,'dog'
5,58816471,0,'dog'
5,58875025,0,'dog'
5,58804751,0,'dog'
5,58649978,0,'dog'
5,58579959,0,'dog'
5,58831518,0,'dog'
5,57266031,0,'dog'
5,57747842,0,'dog'
5,58715535,0,'dog'
5,58820982,0,'dog'
5,58803845,0,'dog'
5,59027216,1,'dog'
5,59026743,0,'dog'
5,58709870,0,'dog'
5,58827598,0,'dog'
5,57650870,0,'dog'
5,56802353,0,'dog'
5,58967791,0,'dog'
5,58638588,0,'dog'
5,59023455,0,'dog'
5,58073571,0,'dog'
5,58660731,0,'dog'
5,59026895,0,'dog'
5,58245917,0,'dog'
5,57384589,0,'dog'
4,56607249,0,'dog'
4,58104430,0,'dog'
4,56873750,0,'dog'
4,58898326,0,'dog'
4,58033995,0,'dog'
4,58883005,0,'dog'
4,58834512,0,'dog'
4,58939477,0,'dog'
4,57576809,0,'dog'
4,56605774,0,'dog'
4,58959224,0,'dog'
4,58975476,1,'dog'
4,58976565,0,'dog'
4,58862565,0,'dog'
4,58874144,0,'dog'
4,58707792,1,'dog'
4,58946089,0,'dog'
4,57373036,0,'dog'
4,56835293,0,'dog'
4,58454772,0,'dog'
4,58993903,0,'dog'
4,58079066,0,'dog'
4,58949271,0,'dog'
4,58764233,1,'dog'
4,58872422,1,'dog'
4,58222323,0,'dog'
4,56506798,1,'dog'
4,58601290,0,'dog'
4,58964494,1,'dog'
4,58971325,0,'dog'
4,56762632,0,'dog'
4,58964009,0,'dog'
4,57700217,1,'dog'
4,58856698,0,'dog'
4,57266846,0,'dog'
4,57377423,1,'dog'
4,58832815,0,'dog'
4,58836929,0,'dog'
4,58697104,0,'dog'
4,58830105,1,'dog'
4,58736726,0,'dog'
4,58990064,0,'dog'
4,58991268,1,'dog'
4,57645868,0,'dog'
Zsofi,58944439,1,'dog'
Zsofi,58907317,1,'dog'
Zsofi,58899611,0,'dog'
Zsofi,58945148,0,'dog'
Zsofi,57645833,0,'dog'
Zsofi,58970933,0,'dog'
Zsofi,58945015,1,'dog'
Zsofi,57465850,0,'dog'
Zsofi,58989763,0,'dog'
Zsofi,58900676,1,'dog'
Zsofi,58955344,0,'dog'
Zsofi,58005472,0,'dog'
Zsofi,58913301,0,'dog'
Zsofi,58643466,0,'dog'
Zsofi,57730704,0,'dog'
Zsofi,58229436,0,'dog'
Zsofi,58790197,0,'dog'
Zsofi,56867640,1,'dog'
Zsofi,58646955,0,'dog'
Zsofi,58038833,0,'dog'
Zsofi,56701727,0,'dog'
Zsofi,57743303,0,'dog'
Zsofi,57348161,0,'dog'
Zsofi,58897105,0,'dog'
Zsofi,58867430,0,'dog'
Zsofi,58928813,0,'dog'
Lane,58996824,0,'dog'
Lane,58983053,0,'dog'
Lane,58929287,0,'dog'
Lane,58934560,0,'dog'
Lane,58860502,0,'dog'
Lane,58863493,0,'dog'
Lane,58964939,0,'dog'
Lane,57680304,1,'dog'
Lane,58569192,0,'dog'
Lane,58843446,0,'dog'
Lane,59018761,1,'dog'
Lane,59011964,0,'dog'
Lane,58836582,0,'dog'
Lane,57745731,0,'dog'
Lane,58608896,1,'dog'
Lane,58986340,0,'dog'
Lane,58638953,1,'dog'
Lane,59002708,1,'dog'
Ian,58904002,0,'dog'
Ian,58791919,1,'dog'
Ian,58854021,1,'dog'
Ian,58996899,1,'dog'
Ian,58781722,1,'dog'
Ian,59027564,1,'dog'
Ian,58955020,1,'dog'
Ian,59022314,0,'dog'
Ian,58571953,1,'dog'
Ian,57470543,1,'dog'
Ian,58947153,0,'dog'
Ian,58849515,0,'dog'
Ian,58664589,1,'dog'
Ian,58925579,1,'dog'
Ian,57613157,1,'dog'
